Line 1 0 0 0 460 380 460 381 !
Line 1 0 0 0 460 381 463 384 !
Line 1 0 0 0 463 384 467 386 !
Line 1 0 0 0 467 386 470 389 !
Line 1 0 0 0 470 389 472 391 !
Line 1 0 0 0 472 391 473 392 !
Line 1 0 0 0 473 392 473 393 !
Line 1 0 0 0 473 393 472 395 !
Line 1 0 0 0 472 395 470 399 !
Line 1 0 0 0 470 399 465 405 !
Line 1 0 0 0 465 405 460 413 !
Line 1 0 0 0 460 413 459 417 !
Line 1 0 0 0 459 417 458 418 !
Line 1 0 0 0 458 418 458 418 !
Line 1 0 0 0 458 418 461 419 !
Line 1 0 0 0 461 419 474 421 !
Line 1 0 0 0 474 421 507 427 !
Line 1 0 0 0 507 427 548 434 !
Line 1 0 0 0 548 434 586 436 !
Line 1 0 0 0 586 436 603 436 !
Line 1 0 0 0 603 436 611 435 !
Line 1 0 0 0 611 435 613 435 !
Line 1 0 0 0 613 435 613 435 !
Line 1 0 0 0 613 435 612 435 !
Line 1 0 0 0 612 435 611 435 !
Line 1 0 0 0 611 435 608 436 !
Line 1 0 0 0 608 436 606 438 !
Line 1 0 0 0 606 438 604 439 !
Line 1 0 0 0 604 439 600 444 !
Line 1 0 0 0 600 444 599 447 !
Line 1 0 0 0 599 447 598 451 !
Line 1 0 0 0 598 451 598 455 !
Line 1 0 0 0 598 455 600 458 !
Line 1 0 0 0 600 458 604 461 !
Line 1 0 0 0 604 461 606 462 !
Line 1 0 0 0 606 462 606 462 !
Line 1 0 0 0 606 462 606 462 !
Line 1 0 0 0 606 462 605 463 !
Line 1 0 0 0 605 463 604 463 !
Line 1 0 0 0 604 463 596 464 !
Line 1 0 0 0 596 464 580 467 !
Line 1 0 0 0 580 467 546 473 !
Line 1 0 0 0 546 473 489 481 !
Line 1 0 0 0 489 481 414 488 !
Line 1 0 0 0 414 488 317 492 !
Line 1 0 0 0 317 492 271 492 !
Line 1 0 0 0 271 492 253 493 !
Line 1 0 0 0 253 493 251 493 !
Line 1 0 0 0 251 493 250 493 !
Line 1 0 0 0 250 493 251 492 !
Line 1 0 0 0 251 492 256 487 !
Line 1 0 0 0 256 487 267 478 !
Line 1 0 0 0 267 478 290 457 !
Line 1 0 0 0 290 457 314 436 !
Line 1 0 0 0 314 436 332 412 !
Line 1 0 0 0 332 412 343 392 !
Line 1 0 0 0 343 392 347 377 !
Line 1 0 0 0 347 377 346 369 !
Line 1 0 0 0 346 369 342 364 !
Line 1 0 0 0 342 364 333 361 !
Line 1 0 0 0 333 361 321 358 !
Line 1 0 0 0 321 358 307 357 !
Line 1 0 0 0 307 357 298 357 !
Line 1 0 0 0 298 357 297 357 !
Line 1 0 0 0 297 357 297 357 !
Line 1 0 0 0 297 357 297 357 !
Line 1 0 0 0 297 357 301 359 !
Line 1 0 0 0 301 359 326 362 !
Line 1 0 0 0 326 362 384 367 !
Line 1 0 0 0 384 367 457 373 !
Line 1 0 0 0 457 373 512 378 !
Line 1 0 0 0 512 378 555 381 !
Line 1 0 0 0 555 381 564 381 !
Line 1 0 0 0 564 381 565 381 !
Line 1 0 0 0 565 381 564 381 !
Line 1 0 0 0 564 381 562 381 !
Line 1 0 0 0 562 381 554 382 !
Line 1 0 0 0 554 382 548 382 !
Line 1 0 0 0 548 382 546 383 !
Line 1 0 0 0 546 383 545 384 !
Line 1 0 0 0 545 384 545 384 !
Line 1 0 0 0 545 384 548 384 !
Line 1 0 0 0 548 384 564 386 !
Line 1 0 0 0 564 386 588 387 !
Line 1 0 0 0 588 387 612 388 !
Line 1 0 0 0 612 388 625 390 !
Line 1 0 0 0 625 390 626 391 !
Line 1 0 0 0 626 391 626 391 !
Line 1 0 0 0 626 391 624 393 !
Line 1 0 0 0 624 393 620 396 !
Line 1 0 0 0 620 396 613 402 !
Line 1 0 0 0 613 402 607 407 !
Line 1 0 0 0 607 407 603 410 !
Line 1 0 0 0 603 410 601 412 !
Line 1 0 0 0 601 412 600 414 !
Line 1 0 0 0 600 414 600 415 !
Line 1 0 0 0 600 415 600 416 !
Line 1 0 0 0 600 416 600 417 !
Line 1 0 0 0 600 417 601 417 !
Line 1 0 0 0 601 417 601 418 !
Line 1 0 0 0 601 418 599 420 !
Line 1 0 0 0 599 420 589 424 !
Line 1 0 0 0 589 424 559 437 !
Line 1 0 0 0 559 437 525 455 !
Line 1 0 0 0 525 455 483 475 !
Line 1 0 0 0 483 475 448 493 !
Line 1 0 0 0 448 493 425 505 !
Line 1 0 0 0 425 505 404 517 !
Line 1 0 0 0 404 517 396 520 !
Line 1 0 0 0 396 520 394 521 !
Line 1 0 0 0 394 521 394 521 !
Line 1 0 0 0 394 521 394 521 !
Line 1 0 0 0 394 521 394 516 !
Line 1 0 0 0 394 516 393 502 !
Line 1 0 0 0 393 502 392 476 !
Line 1 0 0 0 392 476 392 438 !
Line 1 0 0 0 392 438 393 410 !
Line 1 0 0 0 393 410 398 387 !
Line 1 0 0 0 398 387 404 372 !
Line 1 0 0 0 404 372 411 360 !
Line 1 0 0 0 411 360 417 349 !
Line 1 0 0 0 417 349 420 344 !
Line 1 0 0 0 420 344 421 343 !
Line 1 0 0 0 421 343 421 344 !
Line 1 0 0 0 421 344 419 349 !
Line 1 0 0 0 419 349 415 364 !
Line 1 0 0 0 415 364 411 387 !
Line 1 0 0 0 411 387 405 423 !
Line 1 0 0 0 405 423 404 444 !
Line 1 0 0 0 404 444 404 453 !
Line 1 0 0 0 404 453 404 457 !
Line 1 0 0 0 404 457 404 457 !
Line 1 0 0 0 404 457 404 456 !
Line 1 0 0 0 404 456 408 449 !
Line 1 0 0 0 408 449 418 425 !
Line 1 0 0 0 418 425 435 385 !
Line 1 0 0 0 435 385 452 343 !
Line 1 0 0 0 452 343 472 297 !
